Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
31900;-0,746;-20;;;
31910;-0,746;-20;;;
31920;-0,745;-20;;;
31930;-0,744;-20;;;
31940;-0,743;-20;;;
31950;-0,743;-20;;;
31960;-0,742;-20;;;
31970;-0,741;-20;;;
31980;-0,741;-20;;;
31990;-0,739;-20;;;
32000;-0,739;-20;;;
32010;-0,738;-19;;;
32020;-0,737;-19;;;
32030;-0,736;-19;;;
32040;-0,735;-19;;;
32050;-0,734;-19;;;
32060;-0,734;-19;;;
32070;-0,733;-19;;;
32080;-0,732;-19;;;
32090;-0,732;-19;;;
32100;-0,73;-19;;;
32110;-0,73;-19;;;
32120;-0,729;-19;;;
32130;-0,728;-19;;;
32140;-0,727;-19;;;
32150;-0,727;-19;;;
32160;-0,726;-19;;;
32170;-0,725;-19;;;
32180;-0,724;-19;;;
32190;-0,723;-19;;;
32200;-0,723;-19;;;
32210;-0,722;-19;;;
32220;-0,721;-19;;;
32230;-0,72;-19;;;
32240;-0,72;-19;;;
32250;-0,718;-19;;;
32260;-0,718;-19;;;
32270;-0,717;-19;;;
32280;-0,716;-19;;;
32290;-0,716;-19;;;
32300;-0,715;-19;;;
32310;-0,714;-19;;;
32320;-0,713;-19;;;
32330;-0,712;-19;;;
32340;-0,711;-19;;;
32350;-0,71;-19;;;
32360;-0,71;-19;;;
32370;-0,709;-19;;;
32380;-0,708;-19;;;
32390;-0,707;-19;;;
32400;-0,706;-19;;;
32410;-0,705;-19;;;
32420;-0,704;-19;;;
32430;-0,704;-19;;;
32440;-0,703;-19;;;
32450;-0,702;-19;;;
32460;-0,702;-19;;;
32470;-0,701;-19;;;
32480;-0,701;-19;;;
32490;-0,7;-18;;;
32500;-0,699;-18;;;
32510;-0,698;-18;;;
32520;-0,697;-18;;;
32530;-0,696;-18;;;
32540;-0,695;-18;;;
32550;-0,695;-18;;;
32560;-0,694;-18;;;
32570;-0,693;-18;;;
32580;-0,692;-18;;;
32590;-0,691;-18;;;
32600;-0,691;-18;;;
32610;-0,69;-18;;;
32620;-0,69;-18;;;
32630;-0,689;-18;;;
32640;-0,688;-18;;;
32650;-0,687;-18;;;
32660;-0,687;-18;;;
32670;-0,686;-18;;;
32680;-0,684;-18;;;
32690;-0,684;-18;;;
32700;-0,683;-18;;;
32710;-0,682;-18;;;
32720;-0,682;-18;;;
32730;-0,681;-18;;;
32740;-0,68;-18;;;
32750;-0,68;-18;;;
32760;-0,678;-18;;;
32770;-0,677;-18;;;
32780;-0,676;-18;;;
32790;-0,676;-18;;;
32800;-0,675;-18;;;
32810;-0,674;-18;;;
32820;-0,674;-18;;;
32830;-0,673;-18;;;
32840;-0,672;-18;;;
32850;-0,671;-18;;;
32860;-0,67;-18;;;
32870;-0,669;-18;;;
32880;-0,668;-18;;;
32890;-0,668;-18;;;
32900;-0,667;-18;;;
32910;-0,667;-18;;;
32920;-0,666;-18;;;
32930;-0,665;-18;;;
32940;-0,664;-18;;;
32950;-0,663;-18;;;
32960;-0,662;-17;;;
32970;-0,662;-17;;;
32980;-0,661;-17;;;
32990;-0,66;-17;;;
33000;-0,658;-17;;;
33010;-0,658;-17;;;
33020;-0,658;-17;;;
33030;-0,657;-17;;;
33040;-0,656;-17;;;
33050;-0,655;-17;;;
33060;-0,655;-17;;;
33070;-0,653;-17;;;
33080;-0,654;-17;;;
33090;-0,652;-17;;;
33100;-0,651;-17;;;
33110;-0,651;-17;;;
33120;-0,649;-17;;;
33130;-0,649;-17;;;
33140;-0,648;-17;;;
33150;-0,647;-17;;;
33160;-0,647;-17;;;
33170;-0,646;-17;;;
33180;-0,645;-17;;;
33190;-0,645;-17;;;
33200;-0,643;-17;;;
33210;-0,642;-17;;;
33220;-0,642;-17;;;
33230;-0,641;-17;;;
33240;-0,641;-17;;;
33250;-0,64;-17;;;
33260;-0,639;-17;;;
33270;-0,639;-17;;;
33280;-0,637;-17;;;
33290;-0,636;-17;;;
33300;-0,636;-17;;;
33310;-0,636;-17;;;
33320;-0,634;-17;;;
33330;-0,633;-17;;;
33340;-0,633;-17;;;
33350;-0,632;-17;;;
33360;-0,632;-17;;;
33370;-0,631;-17;;;
33380;-0,63;-17;;;
33390;-0,629;-17;;;
33400;-0,629;-17;;;
33410;-0,628;-17;;;
33420;-0,627;-17;;;
33430;-0,626;-17;;;
33440;-0,626;-17;;;
33450;-0,625;-17;;;
33460;-0,624;-17;;;
33470;-0,623;-16;;;
33480;-0,623;-16;;;
33490;-0,622;-16;;;
33500;-0,621;-16;;;
33510;-0,621;-16;;;
33520;-0,62;-16;;;
33530;-0,619;-16;;;
33540;-0,619;-16;;;
33550;-0,617;-16;;;
33560;-0,617;-16;;;
33570;-0,616;-16;;;
33580;-0,615;-16;;;
33590;-0,615;-16;;;
33600;-0,614;-16;;;
33610;-0,612;-16;;;
33620;-0,612;-16;;;
33630;-0,611;-16;;;
33640;-0,611;-16;;;
33650;-0,609;-16;;;
33660;-0,609;-16;;;
33670;-0,608;-16;;;
33680;-0,608;-16;;;
33690;-0,607;-16;;;
33700;-0,606;-16;;;
33710;-0,605;-16;;;
33720;-0,604;-16;;;
33730;-0,604;-16;;;
33740;-0,603;-16;;;
33750;-0,602;-16;;;
33760;-0,601;-16;;;
33770;-0,6;-16;;;
33780;-0,6;-16;;;
33790;-0,6;-16;;;
33800;-0,599;-16;;;
33810;-0,597;-16;;;
33820;-0,597;-16;;;
33830;-0,596;-16;;;
33840;-0,596;-16;;;
33850;-0,595;-16;;;
33860;-0,594;-16;;;
33870;-0,594;-16;;;
33880;-0,593;-16;;;
33890;-0,592;-16;;;
33900;-0,591;-16;;;
33910;-0,59;-16;;;
33920;-0,59;-16;;;
33930;-0,589;-16;;;
33940;-0,589;-16;;;
33950;-0,588;-16;;;
33960;-0,587;-16;;;
33970;-0,587;-16;;;
33980;-0,585;-15;;;
33990;-0,586;-16;;;
34000;-0,584;-15;;;
34010;-0,583;-15;;;
34020;-0,583;-15;;;
34030;-0,582;-15;;;
34040;-0,581;-15;;;
34050;-0,58;-15;;;
34060;-0,579;-15;;;
34070;-0,579;-15;;;
34080;-0,578;-15;;;
34090;-0,578;-15;;;
34100;-0,577;-15;;;
34110;-0,576;-15;;;
34120;-0,575;-15;;;
34130;-0,574;-15;;;
34140;-0,574;-15;;;
34150;-0,573;-15;;;
34160;-0,572;-15;;;
34170;-0,571;-15;;;
34180;-0,571;-15;;;
34190;-0,57;-15;;;
34200;-0,569;-15;;;
34210;-0,569;-15;;;
34220;-0,567;-15;;;
34230;-0,567;-15;;;
34240;-0,566;-15;;;
34250;-0,565;-15;;;
34260;-0,564;-15;;;
34270;-0,564;-15;;;
34280;-0,563;-15;;;
34290;-0,563;-15;;;
34300;-0,562;-15;;;
34310;-0,561;-15;;;
34320;-0,561;-15;;;
34330;-0,56;-15;;;
34340;-0,56;-15;;;
34350;-0,558;-15;;;
34360;-0,558;-15;;;
34370;-0,557;-15;;;
34380;-0,556;-15;;;
34390;-0,555;-15;;;
34400;-0,554;-15;;;
34410;-0,554;-15;;;
34420;-0,553;-15;;;
34430;-0,553;-15;;;
34440;-0,552;-15;;;
34450;-0,551;-15;;;
34460;-0,55;-15;;;
34470;-0,55;-15;;;
34480;-0,549;-15;;;
34490;-0,548;-15;;;
34500;-0,547;-15;;;
34510;-0,547;-15;;;
34520;-0,546;-14;;;
34530;-0,545;-14;;;
34540;-0,544;-14;;;
34550;-0,543;-14;;;
34560;-0,543;-14;;;
34570;-0,542;-14;;;
34580;-0,542;-14;;;
34590;-0,541;-14;;;
34600;-0,54;-14;;;
34610;-0,539;-14;;;
34620;-0,539;-14;;;
34630;-0,538;-14;;;
34640;-0,537;-14;;;
34650;-0,536;-14;;;
34660;-0,536;-14;;;
34670;-0,535;-14;;;
34680;-0,534;-14;;;
34690;-0,533;-14;;;
34700;-0,532;-14;;;
34710;-0,531;-14;;;
34720;-0,531;-14;;;
34730;-0,53;-14;;;
34740;-0,53;-14;;;
34750;-0,529;-14;;;
34760;-0,528;-14;;;
34770;-0,528;-14;;;
34780;-0,527;-14;;;
34790;-0,526;-14;;;
34800;-0,525;-14;;;
34810;-0,525;-14;;;
34820;-0,524;-14;;;
34830;-0,523;-14;;;
34840;-0,523;-14;;;
34850;-0,522;-14;;;
34860;-0,522;-14;;;
34870;-0,521;-14;;;
34880;-0,52;-14;;;
34890;-0,519;-14;;;
34900;-0,518;-14;;;
34910;-0,518;-14;;;
34920;-0,517;-14;;;
34930;-0,516;-14;;;
34940;-0,516;-14;;;
34950;-0,515;-14;;;
34960;-0,514;-14;;;
34970;-0,514;-14;;;
34980;-0,512;-14;;;
34990;-0,512;-14;;;
35000;-0,512;-14;;;
35010;-0,511;-14;;;
35020;-0,51;-14;;;
35030;-0,509;-14;;;
35040;-0,509;-14;;;
35050;-0,508;-14;;;
35060;-0,508;-14;;;
35070;-0,506;-13;;;
35080;-0,506;-13;;;
35090;-0,505;-13;;;
35100;-0,505;-13;;;
35110;-0,504;-13;;;
35120;-0,504;-13;;;
35130;-0,503;-13;;;
35140;-0,502;-13;;;
35150;-0,501;-13;;;
35160;-0,501;-13;;;
35170;-0,5;-13;;;
35180;-0,499;-13;;;
35190;-0,498;-13;;;
35200;-0,498;-13;;;
35210;-0,497;-13;;;
35220;-0,496;-13;;;
35230;-0,495;-13;;;
35240;-0,495;-13;;;
35250;-0,494;-13;;;
35260;-0,493;-13;;;
35270;-0,492;-13;;;
35280;-0,492;-13;;;
35290;-0,491;-13;;;
35300;-0,491;-13;;;
35310;-0,489;-13;;;
35320;-0,489;-13;;;
35330;-0,488;-13;;;
35340;-0,487;-13;;;
35350;-0,487;-13;;;
35360;-0,486;-13;;;
35370;-0,486;-13;;;
35380;-0,485;-13;;;
35390;-0,484;-13;;;
35400;-0,484;-13;;;
35410;-0,483;-13;;;
35420;-0,482;-13;;;
35430;-0,482;-13;;;
35440;-0,481;-13;;;
35450;-0,48;-13;;;
35460;-0,479;-13;;;
35470;-0,479;-13;;;
35480;-0,478;-13;;;
35490;-0,478;-13;;;
35500;-0,477;-13;;;
35510;-0,476;-13;;;
35520;-0,475;-13;;;
35530;-0,475;-13;;;
35540;-0,474;-13;;;
35550;-0,474;-13;;;
35560;-0,473;-13;;;
35570;-0,472;-13;;;
35580;-0,471;-13;;;
35590;-0,471;-13;;;
35600;-0,47;-13;;;
35610;-0,47;-13;;;
35620;-0,468;-12;;;
35630;-0,468;-12;;;
35640;-0,468;-12;;;
35650;-0,467;-12;;;
35660;-0,467;-12;;;
35670;-0,466;-12;;;
35680;-0,464;-12;;;
35690;-0,464;-12;;;
35700;-0,463;-12;;;
35710;-0,463;-12;;;
35720;-0,462;-12;;;
35730;-0,462;-12;;;
35740;-0,46;-12;;;
35750;-0,46;-12;;;
35760;-0,459;-12;;;
35770;-0,458;-12;;;
35780;-0,458;-12;;;
35790;-0,457;-12;;;
35800;-0,457;-12;;;
35810;-0,456;-12;;;
35820;-0,455;-12;;;
35830;-0,454;-12;;;
35840;-0,454;-12;;;
35850;-0,453;-12;;;
35860;-0,452;-12;;;
35870;-0,451;-12;;;
35880;-0,451;-12;;;
35890;-0,45;-12;;;
35900;-0,45;-12;;;
35910;-0,448;-12;;;
35920;-0,448;-12;;;
35930;-0,448;-12;;;
35940;-0,447;-12;;;
35950;-0,447;-12;;;
35960;-0,446;-12;;;
35970;-0,445;-12;;;
35980;-0,445;-12;;;
35990;-0,444;-12;;;
36000;-0,443;-12;;;
36010;-0,442;-12;;;
36020;-0,442;-12;;;
36030;-0,441;-12;;;
36040;-0,44;-12;;;
36050;-0,44;-12;;;
36060;-0,439;-12;;;
36070;-0,439;-12;;;
36080;-0,438;-12;;;
36090;-0,437;-12;;;
36100;-0,436;-12;;;
36110;-0,436;-12;;;
36120;-0,435;-12;;;
36130;-0,434;-12;;;
36140;-0,434;-12;;;
36150;-0,433;-12;;;
36160;-0,433;-12;;;
36170;-0,432;-12;;;
36180;-0,431;-12;;;
36190;-0,43;-11;;;
36200;-0,429;-11;;;
36210;-0,429;-11;;;
36220;-0,428;-11;;;
36230;-0,427;-11;;;
36240;-0,427;-11;;;
36250;-0,426;-11;;;
36260;-0,426;-11;;;
36270;-0,425;-11;;;
36280;-0,423;-11;;;
36290;-0,423;-11;;;
36300;-0,423;-11;;;
36310;-0,422;-11;;;
36320;-0,421;-11;;;
36330;-0,421;-11;;;
36340;-0,42;-11;;;
36350;-0,419;-11;;;
36360;-0,419;-11;;;
36370;-0,418;-11;;;
36380;-0,417;-11;;;
36390;-0,417;-11;;;
36400;-0,416;-11;;;
36410;-0,415;-11;;;
36420;-0,415;-11;;;
36430;-0,414;-11;;;
36440;-0,413;-11;;;
36450;-0,412;-11;;;
36460;-0,412;-11;;;
36470;-0,411;-11;;;
36480;-0,411;-11;;;
36490;-0,41;-11;;;
36500;-0,409;-11;;;
36510;-0,409;-11;;;
36520;-0,409;-11;;;
36530;-0,408;-11;;;
36540;-0,407;-11;;;
36550;-0,406;-11;;;
36560;-0,406;-11;;;
36570;-0,405;-11;;;
36580;-0,404;-11;;;
36590;-0,403;-11;;;
36600;-0,403;-11;;;
36610;-0,402;-11;;;
36620;-0,402;-11;;;
36630;-0,401;-11;;;
36640;-0,401;-11;;;
36650;-0,399;-11;;;
36660;-0,399;-11;;;
36670;-0,398;-11;;;
36680;-0,398;-11;;;
36690;-0,397;-11;;;
36700;-0,396;-11;;;
36710;-0,396;-11;;;
36720;-0,395;-11;;;
36730;-0,394;-11;;;
36740;-0,394;-11;;;
36750;-0,393;-11;;;
36760;-0,393;-11;;;
36770;-0,392;-11;;;
36780;-0,391;-10;;;
36790;-0,391;-10;;;
36800;-0,39;-10;;;
36810;-0,39;-10;;;
36820;-0,389;-10;;;
36830;-0,388;-10;;;
36840;-0,388;-10;;;
36850;-0,387;-10;;;
36860;-0,386;-10;;;
36870;-0,385;-10;;;
36880;-0,385;-10;;;
36890;-0,384;-10;;;
36900;-0,384;-10;;;
36910;-0,383;-10;;;
36920;-0,382;-10;;;
36930;-0,382;-10;;;
36940;-0,381;-10;;;
36950;-0,381;-10;;;
36960;-0,38;-10;;;
36970;-0,38;-10;;;
36980;-0,378;-10;;;
36990;-0,377;-10;;;
37000;-0,378;-10;;;
37010;-0,377;-10;;;
37020;-0,376;-10;;;
37030;-0,375;-10;;;
37040;-0,374;-10;;;
37050;-0,374;-10;;;
37060;-0,374;-10;;;
37070;-0,373;-10;;;
37080;-0,372;-10;;;
37090;-0,371;-10;;;
37100;-0,371;-10;;;
37110;-0,371;-10;;;
37120;-0,37;-10;;;
37130;-0,369;-10;;;
37140;-0,368;-10;;;
37150;-0,368;-10;;;
37160;-0,367;-10;;;
37170;-0,367;-10;;;
37180;-0,365;-10;;;
37190;-0,366;-10;;;
37200;-0,365;-10;;;
37210;-0,364;-10;;;
37220;-0,363;-10;;;
37230;-0,363;-10;;;
37240;-0,362;-10;;;
37250;-0,362;-10;;;
37260;-0,361;-10;;;
37270;-0,36;-10;;;
37280;-0,359;-10;;;
37290;-0,359;-10;;;
37300;-0,358;-10;;;
37310;-0,358;-10;;;
37320;-0,357;-10;;;
37330;-0,357;-10;;;
37340;-0,356;-10;;;
37350;-0,355;-10;;;
37360;-0,355;-10;;;
37370;-0,354;-10;;;
37380;-0,353;-10;;;
37390;-0,353;-10;;;
37400;-0,352;-9;;;
37410;-0,352;-9;;;
37420;-0,35;-9;;;
37430;-0,35;-9;;;
37440;-0,349;-9;;;
37450;-0,349;-9;;;
37460;-0,348;-9;;;
37470;-0,348;-9;;;
37480;-0,347;-9;;;
37490;-0,347;-9;;;
37500;-0,346;-9;;;
37510;-0,345;-9;;;
37520;-0,345;-9;;;
37530;-0,344;-9;;;
37540;-0,343;-9;;;
37550;-0,343;-9;;;
37560;-0,342;-9;;;
37570;-0,342;-9;;;
37580;-0,341;-9;;;
37590;-0,34;-9;;;
37600;-0,34;-9;;;
37610;-0,339;-9;;;
37620;-0,338;-9;;;
37630;-0,337;-9;;;
37640;-0,337;-9;;;
37650;-0,337;-9;;;
37660;-0,336;-9;;;
37670;-0,335;-9;;;
37680;-0,334;-9;;;
37690;-0,333;-9;;;
37700;-0,333;-9;;;
37710;-0,333;-9;;;
37720;-0,332;-9;;;
37730;-0,332;-9;;;
37740;-0,331;-9;;;
37750;-0,331;-9;;;
37760;-0,33;-9;;;
37770;-0,329;-9;;;
37780;-0,329;-9;;;
37790;-0,328;-9;;;
37800;-0,328;-9;;;
37810;-0,326;-9;;;
37820;-0,326;-9;;;
37830;-0,325;-9;;;
37840;-0,325;-9;;;
37850;-0,324;-9;;;
37860;-0,323;-9;;;
37870;-0,323;-9;;;
37880;-0,322;-9;;;
37890;-0,321;-9;;;
37900;-0,321;-9;;;
37910;-0,32;-9;;;
37920;-0,32;-9;;;
37930;-0,319;-9;;;
37940;-0,318;-9;;;
37950;-0,318;-9;;;
37960;-0,317;-9;;;
37970;-0,317;-9;;;
37980;-0,316;-9;;;
37990;-0,315;-9;;;
38000;-0,314;-9;;;
38010;-0,314;-9;;;
38020;-0,313;-8;;;
38030;-0,313;-8;;;
38040;-0,312;-8;;;
38050;-0,312;-8;;;
38060;-0,311;-8;;;
38070;-0,31;-8;;;
38080;-0,31;-8;;;
38090;-0,309;-8;;;
38100;-0,309;-8;;;
38110;-0,308;-8;;;
38120;-0,307;-8;;;
38130;-0,307;-8;;;
38140;-0,307;-8;;;
38150;-0,305;-8;;;
38160;-0,304;-8;;;
38170;-0,304;-8;;;
38180;-0,303;-8;;;
38190;-0,302;-8;;;
38200;-0,302;-8;;;
38210;-0,301;-8;;;
38220;-0,3;-8;;;
38230;-0,3;-8;;;
38240;-0,3;-8;;;
38250;-0,299;-8;;;
38260;-0,298;-8;;;
38270;-0,297;-8;;;
38280;-0,297;-8;;;
38290;-0,297;-8;;;
38300;-0,296;-8;;;
38310;-0,296;-8;;;
38320;-0,295;-8;;;
38330;-0,294;-8;;;
38340;-0,294;-8;;;
38350;-0,293;-8;;;
38360;-0,292;-8;;;
38370;-0,292;-8;;;
38380;-0,291;-8;;;
38390;-0,291;-8;;;
38400;-0,29;-8;;;
38410;-0,29;-8;;;
38420;-0,289;-8;;;
38430;-0,288;-8;;;
38440;-0,288;-8;;;
38450;-0,287;-8;;;
38460;-0,286;-8;;;
38470;-0,285;-8;;;
38480;-0,286;-8;;;
38490;-0,284;-8;;;
38500;-0,283;-8;;;
38510;-0,283;-8;;;
38520;-0,283;-8;;;
38530;-0,282;-8;;;
38540;-0,281;-8;;;
38550;-0,281;-8;;;
38560;-0,28;-8;;;
38570;-0,279;-8;;;
38580;-0,279;-8;;;
38590;-0,278;-8;;;
38600;-0,278;-8;;;
38610;-0,277;-8;;;
38620;-0,277;-8;;;
38630;-0,276;-8;;;
38640;-0,276;-8;;;
38650;-0,275;-8;;;
38660;-0,274;-7;;;
38670;-0,273;-7;;;
38680;-0,273;-7;;;
38690;-0,273;-7;;;
38700;-0,272;-7;;;
38710;-0,272;-7;;;
38720;-0,271;-7;;;
38730;-0,27;-7;;;
38740;-0,27;-7;;;
38750;-0,269;-7;;;
38760;-0,269;-7;;;
38770;-0,268;-7;;;
38780;-0,268;-7;;;
38790;-0,267;-7;;;
38800;-0,266;-7;;;
38810;-0,266;-7;;;
38820;-0,265;-7;;;
38830;-0,264;-7;;;
38840;-0,264;-7;;;
38850;-0,263;-7;;;
38860;-0,263;-7;;;
38870;-0,262;-7;;;
38880;-0,262;-7;;;
38890;-0,261;-7;;;
38900;-0,26;-7;;;
38910;-0,26;-7;;;
38920;-0,259;-7;;;
38930;-0,259;-7;;;
38940;-0,258;-7;;;
38950;-0,258;-7;;;
38960;-0,257;-7;;;
38970;-0,256;-7;;;
38980;-0,255;-7;;;
38990;-0,255;-7;;;
39000;-0,255;-7;;;
39010;-0,254;-7;;;
39020;-0,254;-7;;;
39030;-0,253;-7;;;
39040;-0,252;-7;;;
39050;-0,252;-7;;;
39060;-0,251;-7;;;
39070;-0,251;-7;;;
39080;-0,25;-7;;;
39090;-0,249;-7;;;
39100;-0,249;-7;;;
39110;-0,249;-7;;;
39120;-0,248;-7;;;
39130;-0,247;-7;;;
39140;-0,247;-7;;;
39150;-0,246;-7;;;
39160;-0,245;-7;;;
39170;-0,245;-7;;;
39180;-0,244;-7;;;
39190;-0,243;-7;;;
39200;-0,243;-7;;;
39210;-0,243;-7;;;
39220;-0,242;-7;;;
39230;-0,242;-7;;;
39240;-0,241;-7;;;
39250;-0,24;-7;;;
39260;-0,24;-7;;;
39270;-0,239;-7;;;
39280;-0,238;-7;;;
39290;-0,237;-7;;;
39300;-0,236;-7;;;
39310;-0,236;-7;;;
39320;-0,236;-7;;;
39330;-0,235;-6;;;
39340;-0,235;-6;;;
39350;-0,234;-6;;;
39360;-0,234;-6;;;
39370;-0,233;-6;;;
39380;-0,232;-6;;;
39390;-0,232;-6;;;
39400;-0,231;-6;;;
39410;-0,23;-6;;;
39420;-0,23;-6;;;
39430;-0,229;-6;;;
39440;-0,229;-6;;;
39450;-0,228;-6;;;
39460;-0,227;-6;;;
39470;-0,227;-6;;;
39480;-0,227;-6;;;
39490;-0,226;-6;;;
39500;-0,225;-6;;;
39510;-0,225;-6;;;
39520;-0,224;-6;;;
39530;-0,224;-6;;;
39540;-0,224;-6;;;
39550;-0,223;-6;;;
39560;-0,222;-6;;;
39570;-0,222;-6;;;
39580;-0,221;-6;;;
39590;-0,22;-6;;;
39600;-0,22;-6;;;
39610;-0,219;-6;;;
39620;-0,219;-6;;;
39630;-0,218;-6;;;
39640;-0,217;-6;;;
39650;-0,217;-6;;;
39660;-0,217;-6;;;
39670;-0,216;-6;;;
39680;-0,215;-6;;;
39690;-0,215;-6;;;
39700;-0,214;-6;;;
39710;-0,214;-6;;;
39720;-0,213;-6;;;
39730;-0,213;-6;;;
39740;-0,212;-6;;;
39750;-0,211;-6;;;
39760;-0,211;-6;;;
39770;-0,21;-6;;;
39780;-0,209;-6;;;
39790;-0,209;-6;;;
39800;-0,208;-6;;;
39810;-0,208;-6;;;
39820;-0,207;-6;;;
39830;-0,206;-6;;;
39840;-0,205;-6;;;
39850;-0,205;-6;;;
39860;-0,205;-6;;;
39870;-0,205;-6;;;
39880;-0,204;-6;;;
39890;-0,204;-6;;;
39900;-0,203;-6;;;
39910;-0,202;-6;;;
39920;-0,202;-6;;;
39930;-0,202;-6;;;
39940;-0,201;-6;;;
39950;-0,201;-6;;;
39960;-0,2;-6;;;
39970;-0,199;-6;;;
39980;-0,198;-6;;;
39990;-0,198;-6;;;
40000;-0,197;-6;;;
40010;-0,197;-6;;;
40020;-0,197;-6;;;
40030;-0,196;-5;;;
40040;-0,195;-5;;;
40050;-0,195;-5;;;
40060;-0,195;-5;;;
40070;-0,194;-5;;;
40080;-0,193;-5;;;
40090;-0,193;-5;;;
40100;-0,192;-5;;;
40110;-0,191;-5;;;
40120;-0,191;-5;;;
40130;-0,19;-5;;;
40140;-0,189;-5;;;
40150;-0,189;-5;;;
40160;-0,189;-5;;;
40170;-0,188;-5;;;
40180;-0,188;-5;;;
40190;-0,187;-5;;;
40200;-0,187;-5;;;
40210;-0,186;-5;;;
40220;-0,186;-5;;;
40230;-0,185;-5;;;
40240;-0,184;-5;;;
40250;-0,183;-5;;;
40260;-0,183;-5;;;
40270;-0,183;-5;;;
40280;-0,182;-5;;;
40290;-0,181;-5;;;
40300;-0,18;-5;;;
40310;-0,18;-5;;;
40320;-0,18;-5;;;
40330;-0,179;-5;;;
40340;-0,179;-5;;;
40350;-0,179;-5;;;
40360;-0,178;-5;;;
40370;-0,177;-5;;;
40380;-0,176;-5;;;
40390;-0,176;-5;;;
40400;-0,175;-5;;;
40410;-0,175;-5;;;
40420;-0,174;-5;;;
40430;-0,174;-5;;;
40440;-0,173;-5;;;
40450;-0,173;-5;;;
40460;-0,172;-5;;;
40470;-0,171;-5;;;
40480;-0,171;-5;;;
40490;-0,171;-5;;;
40500;-0,17;-5;;;
40510;-0,169;-5;;;
40520;-0,169;-5;;;
40530;-0,169;-5;;;
40540;-0,168;-5;;;
40550;-0,168;-5;;;
40560;-0,167;-5;;;
40570;-0,167;-5;;;
40580;-0,166;-5;;;
40590;-0,166;-5;;;
40600;-0,165;-5;;;
40610;-0,165;-5;;;
40620;-0,164;-5;;;
40630;-0,164;-5;;;
40640;-0,163;-5;;;
40650;-0,162;-5;;;
40660;-0,162;-5;;;
40670;-0,161;-5;;;
40680;-0,161;-5;;;
40690;-0,16;-5;;;
40700;-0,16;-5;;;
40710;-0,159;-5;;;
40720;-0,158;-5;;;
40730;-0,158;-5;;;
40740;-0,157;-5;;;
40750;-0,157;-5;;;
40760;-0,156;-4;;;
40770;-0,156;-4;;;
40780;-0,155;-4;;;
40790;-0,155;-4;;;
40800;-0,153;-4;;;
40810;-0,153;-4;;;
40820;-0,153;-4;;;
40830;-0,151;-4;;;
40840;-0,151;-4;;;
40850;-0,151;-4;;;
40860;-0,15;-4;;;
40870;-0,15;-4;;;
40880;-0,15;-4;;;
40890;-0,149;-4;;;
40900;-0,149;-4;;;
40910;-0,148;-4;;;
40920;-0,147;-4;;;
40930;-0,147;-4;;;
40940;-0,146;-4;;;
40950;-0,146;-4;;;
40960;-0,145;-4;;;
40970;-0,144;-4;;;
40980;-0,145;-4;;;
40990;-0,144;-4;;;
41000;-0,143;-4;;;
41010;-0,143;-4;;;
41020;-0,143;-4;;;
41030;-0,142;-4;;;
41040;-0,142;-4;;;
41050;-0,141;-4;;;
41060;-0,14;-4;;;
41070;-0,14;-4;;;
41080;-0,139;-4;;;
41090;-0,139;-4;;;
41100;-0,138;-4;;;
41110;-0,138;-4;;;
41120;-0,137;-4;;;
41130;-0,136;-4;;;
41140;-0,136;-4;;;
41150;-0,135;-4;;;
41160;-0,135;-4;;;
41170;-0,135;-4;;;
41180;-0,134;-4;;;
41190;-0,133;-4;;;
41200;-0,133;-4;;;
41210;-0,132;-4;;;
41220;-0,132;-4;;;
41230;-0,132;-4;;;
41240;-0,131;-4;;;
41250;-0,131;-4;;;
41260;-0,13;-4;;;
41270;-0,13;-4;;;
41280;-0,129;-4;;;
41290;-0,129;-4;;;
41300;-0,128;-4;;;
41310;-0,128;-4;;;
41320;-0,127;-4;;;
41330;-0,126;-4;;;
41340;-0,126;-4;;;
41350;-0,125;-4;;;
41360;-0,125;-4;;;
41370;-0,124;-4;;;
41380;-0,124;-4;;;
41390;-0,123;-4;;;
41400;-0,122;-4;;;
41410;-0,122;-4;;;
41420;-0,122;-4;;;
41430;-0,121;-4;;;
41440;-0,121;-4;;;
41450;-0,12;-4;;;
41460;-0,12;-4;;;
41470;-0,119;-4;;;
41480;-0,118;-4;;;
41490;-0,118;-4;;;
41500;-0,117;-3;;;
41510;-0,117;-3;;;
41520;-0,117;-3;;;
41530;-0,116;-3;;;
41540;-0,116;-3;;;
41550;-0,115;-3;;;
41560;-0,114;-3;;;
41570;-0,114;-3;;;
41580;-0,114;-3;;;
41590;-0,113;-3;;;
41600;-0,113;-3;;;
41610;-0,112;-3;;;
41620;-0,112;-3;;;
41630;-0,111;-3;;;
41640;-0,11;-3;;;
41650;-0,11;-3;;;
41660;-0,11;-3;;;
41670;-0,109;-3;;;
41680;-0,109;-3;;;
41690;-0,108;-3;;;
41700;-0,108;-3;;;
41710;-0,108;-3;;;
41720;-0,107;-3;;;
41730;-0,106;-3;;;
41740;-0,105;-3;;;
41750;-0,106;-3;;;
41760;-0,105;-3;;;
41770;-0,104;-3;;;
41780;-0,104;-3;;;
41790;-0,103;-3;;;
41800;-0,102;-3;;;
41810;-0,102;-3;;;
